9384 886
7939 427 46
339 681 143
8150 106 235
1963 406 64
3260 139 991
3566 591 132
6564 26 222
5677 617 819
4590 232 539
9884 541 868
7367 480 295
9765 819 329
908 322 435
9143 637 193
1559 898 332
7902 816 275
1035 732 302
9609 409 919
1428 351 503
4967 235 44
3836 602 876
8483 719 48
2812 627 370
2247 122 7
440 34 257
7124 936 73
6400 323 157
5054 932 919
973 713 270
7828 32 858
5225 868 812
1101 704 532
2149 516 159
2871 116 282
8879 908 668
2488 33 604
914 785 928
7071 839 212
2990 164 925
3261 992 310
471 217 530
9283 671 234
5815 172 103
975 44 219
6609 275 479
4277 763 512
8233 677 649
9513 749 488
7726 91 652
7003 704 997
2313 175 566
3844 459 589
78 274 762
181 601 806
2752 562 81
8232 191 844
96 425 522
1098 938 623
3586 16 714
7591 20 419
940 685 946
2506 529 405
6096 960 32
210 493 985
5016 598 548
8449 182 91
293 630 516
4167 728 807
7142 315 175
2209 258 547
2628 198 233
7926 56 114
8332 504 426
8716 714 272
3701 82 870
6249 531 52
3341 177 682
3209 696 411
5368 839 78
7544 48 688
9443 28 886
7028 954 294
4143 638 799
9921 354 865
8193 56 948
8063 305 831
4115 998 8
9150 560 705
7913 280 896
343 176 944
4031 620 324
6269 648 278
9563 143 917
2714 65 271
5932 258 327
4232 322 985
2415 789 335
4424 291 247
3481 204 528
6729 899 704
25 930 676
2349 551 325
7979 467 820
8896 533 885
6520 465 144
8199 49 818
6536 465 959
1224 241 251
5471 74 807
999 803 707
8056 828 637
9732 177 189
9409 508 656
1230 405 189
1467 277 7
1963 828 56
781 365 873
4741 589 114
2992 60 188
9799 412 991
1858 820 171
496 904 700
1037 314 209
3045 896 966
5586 715 243
945 679 71
7002 812 788
5227 553 377
7342 897 790
5882 49 202
1226 907 374
3397 755 278
1098 144 944
8659 189 840
8625 128 908
220 73 587
5291 427 399
9432 655 305
4809 349 202
5951 231 603
7505 457 863
3879 207 618
1158 657 115
5102 316 304
3295 941 784
7203 161 858
5142 804 285
7893 236 292
198 398 641
7753 349 873
356 855 682
6219 86 889
2190 244 546
9305 699 862
6961 994 155
746 549 316
7956 691 473
9241 584 61
8886 135 459
1527 888 161
9400 596 368
83 168 454
3324 710 51
3871 15 750
6733 328 744
3241 426 645
909 382 336
1382 976 272
6796 862 407
5607 389 647
3768 142 244
1488 225 412
9943 549 122
2994 772 489
5744 858 169
7840 99 596
6485 8 978
3173 743 954
5797 539 816
8205 146 206
852 267 348
448 755 925
3212 698 826
7686 44 599
3175 140 809
9345 980 908
3293 817 916
271 342 11
2226 140 550
4394 697 49
1952 549 316
652 350 71
6929 562 122
7756 249 166
9707 776 307
9516 473 639
424 766 809
9692 38 151
5056 616 291
606 362 988
1007 315 890
7323 967 592
7395 249 154
3869 5 755
7035 64 532
1694 580 357
9334 356 124
5495 400 514
646 808 130
3290 767 492
5278 774 159
6520 98 479
1112 845 728
8619 714 85
374 101 149
2258 796 81
3616 482 437
7740 977 189
1254 975 998
2736 265 765
228 896 539
4740 416 989
4219 881 186
1947 500 900
2032 226 354
4181 485 150
614 101 984
5403 193 313
4592 447 288
5942 535 554
59 763 802
7951 855 218
6940 74 451
3479 373 951
2379 405 178
6085 938 15
3587 904 116
571 307 309
5236 900 108
5525 194 643
7431 254 758
6233 205 614
4803 497 40
4255 976 414
9558 708 171
1088 793 462
1103 733 366
9571 656 674
7880 893 926
6340 770 120
4983 201 726
3094 786 931
2708 941 781
7100 548 109
5514 107 817
9038 195 963
1852 651 696
8218 222 352
6244 455 597
4170 795 367
643 131 920
9369 225 706
4653 285 0
3434 385 548
5543 252 655
9713 642 203
5676 494 206
9724 64 428
2428 309 883
9026 831 31
7745 474 162
9666 196 739
3724 849 24
4724 635 761
3273 178 13
5280 243 7
1835 271 501
4041 995 918
1470 776 227
4705 154 410
3736 899 237
6250 565 433
8989 642 634
7365 366 269
2127 991 799
1492 272 395
4500 459 666
9353 501 662
4271 323 790
1850 380 944
6261 469 843
4498 719 761
2283 61 403
4269 426 769
3890 553 113
3041 46 385
1436 898 196
1103 251 697
8117 523 20
4907 373 753
6851 986 222
8046 836 941
1807 119 2
8210 740 781
8332 630 334
5445 672 732
1182 108 630
7378 211 882
8076 328 757
7448 235 482
201 438 469
6423 485 305
8717 292 777
6071 855 517
5852 187 148
6539 632 820
3271 166 928
3254 544 492
3136 972 820
6245 773 408
1727 326 198
2196 102 683
8502 819 328
9279 242 183
5148 447 722
7296 986 706
5116 609 872
6397 863 768
5889 351 93
8061 596 866
7821 324 192
2020 872 294
5055 726 465
8735 357 708
4918 506 155
992 802 493
9698 271 102
4922 20 318
7691 261 669
8784 322 266
2002 496 942
1194 868 166
1841 923 893
6306 659 602
3366 929 108
8873 922 263
9366 972 886
821 895 906
139 938 167
6808 722 841
3426 76 337
1720 270 205
3887 463 481
1132 770 492
2734 488 421
3843 362 695
4458 80 20
3344 901 267
3250 392 205
2769 553 279
3610 979 355
9948 52 625
153 939 441
5634 71 563
1478 805 51
9900 0 765
947 810 846
4319 154 99
8586 756 844
7791 525 397
7070 136 728
8425 436 780
9403 589 719
1844 576 142
4759 54 300
8810 306 652
1928 606 463
7126 925 969
1577 512 78
5421 655 955
8170 726 91
6899 503 527
9679 906 469
6751 102 397
9245 861 803
9897 24 462
2550 952 68
4365 78 345
8686 655 209
8764 429 865
3720 599 591
7163 850 94
9043 882 353
5864 633 807
9613 230 21
5416 128 397
2230 30 349
4650 395 779
6996 433 786
4205 198 215
4070 270 167
13 433 17
460 828 899
1165 692 884
324 305 115
6345 74 595
742 304 625
5443 955 372
7574 303 805
2361 860 355
7928 931 977
6095 296 411
113 108 591
2364 273 636
3249 598 941
4716 295 367
311 38 24
5288 833 331
4012 408 634
5169 121 494
7525 49 777
7502 145 426
2265 610 534
7209 974 808
1845 223 758
2138 939 53
3506 602 443
882 242 277
6213 254 37
2847 776 158
7693 653 207
4823 507 704
4249 773 314
2783 334 289
7943 179 864
3701 317 156
9107 175 110
8550 57 353
179 270 959
5216 469 735
8726 515 388
5934 338 896
1990 939 21
4305 722 355
7946 18 534
6162 71 851
7318 178 379
4429 81 436
9134 260 707
9093 829 528
5829 555 43
9569 841 733
1465 832 672
2838 489 747
8193 787 765
5727 949 188
3931 268 367
2662 49 448
98 183 60
5157 628 241
686 809 797
7081 379 990
2815 196 174
8487 35 15
3234 228 802
1351 308 752
6540 591 20
7907 253 421
6707 703 956
3119 861 584
2361 899 394
9510 980 125
6852 795 321
27 283 708
2394 869 289
9197 221 949
2949 761 892
7321 20 145
6742 79 200
3050 198 61
2634 559 960
380 421 293
9505 274 88
4179 653 723
7239 47 593
528 244 814
2477 545 927
3369 218 299
5866 312 378
67 362 576
7480 997 488
8793 729 261
1086 235 535
3526 766 540
8250 5 588
1195 534 184
7361 363 82
3288 85 300
9587 951 613
9317 370 327
2893 851 676
1733 996 406
8995 434 993
7882 960 759
8423 562 116
9363 757 2
3547 118 718
2981 758 803
2282 697 754
7247 14 477
4574 260 680
3251 345 676
9 340 110
8002 575 422
4113 998 985
5581 361 742
6584 260 213
8654 242 323
2457 876 21
6563 475 387
1040 49 647
9720 652 993
1396 13 685
9858 15 260
8633 480 610
9618 62 323
6712 998 584
7277 652 178
4601 461 406
4622 24 881
9361 65 282
9009 785 935
4354 534 300
4391 744 316
7004 377 148
614 347 562
7290 60 912
4226 337 564
4404 290 25
2810 264 402
3043 626 467
3325 987 252
9612 341 138
1913 732 883
4581 88 612
1729 703 960
5292 993 372
8204 219 61
9121 975 352
498 137 616
8900 180 242
1719 505 229
2324 118 922
8462 383 7
2697 964 95
7310 693 150
4622 337 495
4994 894 714
2055 367 41
6759 865 530
7376 118 710
5970 189 568
1552 513 38
4826 976 421
3833 25 385
8281 335 430
2431 309 768
9927 303 662
4993 711 29
8387 470 246
2917 198 716
1628 521 906
548 425 771
2938 251 747
4359 437 773
2096 718 460
1526 501 770
4294 428 425
1308 774 136
1689 161 959
2288 78 157
8356 58 30
1614 958 455
4386 896 59
1485 255 496
5610 703 566
423 230 67
4193 876 848
970 537 622
107 226 135
7418 866 565
7575 223 624
1958 189 934
9413 575 831
7472 413 438
6320 23 142
7886 446 372
7306 991 600
8154 314 137
1776 421 364
2911 839 582
828 766 157
4452 76 347
9739 842 274
570 666 687
4008 987 63
8502 225 861
9226 531 205
6827 685 519
8964 813 292
3680 76 483
3263 905 601
2420 709 678
2767 448 520
5042 18 186
7081 379 525
4496 881 751
7710 108 282
915 935 320
1434 251 133
2078 932 210
7561 195 115
8162 615 824
2192 735 273
2712 129 643
6251 562 22
2776 59 256
6527 769 716
1162 684 3
8482 470 254
6615 900 186
1177 461 733
292 975 349
7469 168 436
6094 232 565
6737 483 127
6112 260 538
2720 139 307
9436 301 343
9439 135 165
8045 103 65
2584 280 878
6317 925 854
8018 394 22
6806 488 254
1371 577 90
7851 689 350
4389 409 841
8697 845 495
4392 636 630
6558 34 733
9975 618 366
5854 287 291
8708 658 37
7082 464 525
3688 836 102
4778 39 144
9480 428 553
4322 477 751
6817 870 739
1799 780 773
5885 755 743
251 961 383
7894 669 41
9931 103 505
8808 144 693
1262 922 84
3406 755 513
4312 77 990
7063 246 212
154 397 992
8928 282 100
5023 885 61
8406 131 83
9799 414 186
9657 222 330
9350 485 605
9435 243 360
4300 555 789
2642 970 35
8855 125 784
5847 405 67
6299 428 304
3361 187 436
8444 986 850
4982 643 425
313 346 262
8270 133 857
5630 433 413
5771 75 735
9158 282 860
3942 482 617
2361 781 398
4666 142 585
1454 586 923
2656 569 567
7081 234 265
8695 856 398
4553 486 183
5318 609 610
8053 767 893
9266 709 375
7883 71 156
1633 89 651
6218 543 589
494 199 510
1413 633 96
4678 680 952
2428 233 438
8963 551 399
573 957 166
2466 223 876
3193 458 299
2702 92 388
4353 662 283
9294 156 834
9805 569 819
8901 599 500
4854 27 733
9644 990 637
9044 916 594
2210 734 817
9438 928 627
3089 982 719
7829 687 734
5112 981 890
299 786 812
4118 40 763
1618 246 143
3704 890 133
9341 286 401
2935 849 136
104 287 416
8731 729 750
6803 558 437
537 671 418
6779 970 557
6943 440 949
5707 411 195
1850 115 85
4335 808 724
3737 743 573
5225 199 212
1993 930 941
6743 85 500
180 622 171
7950 754 493
9859 697 285
4808 404 696
4003 254 163
3441 590 971
2165 679 714
8738 904 265
8950 249 196
5892 992 633
3744 524 256
1267 474 10
8760 686 59
9397 494 464
2094 850 70
3257 291 660
8581 808 691
8295 898 947
7913 200 196
3461 444 188
8094 188 712
2350 455 539
5712 567 225
8772 965 71
3588 411 273
5658 20 564
5671 601 724
7362 249 622
2310 162 175
2506 623 619
1047 717 808
8111 420 615
1650 484 183
4227 256 500
651 196 263
4924 855 283
6841 526 885
8565 240 134
1540 550 648
1067 409 271
6686 456 340
4846 567 112
462 570 597
4997 149 205
7849 800 402
1112 725 257
4395 918 135
2632 835 375
4118 375 278
6766 442 687
389 481 495
3082 327 62
7194 141 984
4791 490 134
7349 339 934
5751 451 11
8360 199 929
4495 831 765
4222 950 492
3500 68 287
1187 458 768
4682 892 447
2097 86 941
1433 230 431
567 579 771
2854 330 574
3217 42 773
2147 537 605
7264 759 907
108 612 975
5395 151 785
2515 186 677
6315 283 116
7256 68 346
6687 636 277
8810 842 959
8385 59 1
6158 558 890
1115 822 1
1022 931 613
5350 678 765
8135 546 951
5165 861 586
3633 469 654
8331 508 642
6608 319 484
567 704 544
8568 214 102
7810 330 277
9811 352 560
4425 702 238
5542 190 136
1493 355 349
3431 340 818
85 671 679
1080 279 998
6564 198 54
2460 118 268
4563 928 950
2840 739 303
7400 164 357
9990 706 547
9479 551 254
5828 982 594
8999 420 265
2030 500 544
1028 64 94
3434 525 212
9054 440 140
9005 632 880
4308 384 396
3017 726 455
565 205 6
1171 386 341
5766 737 761
9031 767 613
3928 147 29
1022 581 906
5235 635 346
727 640 978
4607 300 714
4004 670 441
811 235 646
169 406 384
5510 524 121
9623 908 888
3588 836 35
7618 210 968
524 797 956
3223 525 948
2201 484 249
3916 840 919
4709 651 506
7707 821 264
5092 683 789
2213 307 697
7454 895 885
1841 865 447
5162 390 597
118 613 474
2066 166 958
1667 434 151
1938 143 802
3444 851 975
61 295 659
1202 860 318
5899 666 565
7136 508 431
5935 670 821
3884 788 786
5358 206 304
7669 874 739
4820 812 234
7622 257 437
8950 670 732
1609 872 593
7927 123 259
1492 611 119
9923 546 141
96 783 281
5234 141 488
7539 162 362
3630 982 174
1864 957 783
6302 907 453
2034 516 677
3979 795 800
3239 287 411
710 563 310
8852 11 93
4133 246 586
4973 137 749
335 767 83
4862 631 40
1997 285 299
5451 320 815
5480 651 962
5281 242 250
1044 953 165
2354 157 176
5799 642 774
386 616 911
6487 303 30
2570 165 662
8963 163 947
8262 966 619
8430 446 271
7392 79 513
2994 124 818
5159 830 975
6688 630 618
2814 368 586
1078 855 889
5108 777 407
3122 740 570
1422 3 888
2041 433 686
1664 825 766
3530 172 890
8348 331 720
7676 371 702
5646 186 70
7232 264 277
5473 724 407
8880 847 147
5802 269 502
1690 662 287
8377 679 465
1143 209 637
7385 909 320
9457 937 692
3160 583 878
1582 167 494
1212 641 570
4619 521 417
7118 324 38
6973 14 53
6260 743 732
8725 238 293
3714 623 554
35 433 844
727 593 427
4957 527 947
3803 739 588
2373 710 461
143 829 785
8533 802 152
9586 414 247
7670 492 486
6315 206 461
222 241 246
7066 320 839
8845 277 719
2792 80 458
732 806 169
5194 949 350
8331 482 152
1835 421 918
4083 443 410
8921 759 617
3734 333 858
7981 399 531
1172 596 808
4891 741 241
6702 473 399
4871 19 348
5573 703 182
3077 538 955
9995 973 399
1406 894 510
1023 981 195
5233 962 946
4764 134 542
925 378 283
7518 80 109
6917 303 480
5617 876 183
2151 953 74
6107 300 47
7858 706 294
3720 81 275
3915 315 589
1861 431 75
6403 708 453
3039 226 533
2500 495 188
9980 112 416
6516 616 369
7590 723 22
9989 933 728
6283 653 810
2910 568 477
1499 781 260
9575 536 969
8380 575 547
8266 427 395
454 760 859
6871 276 475
592 218 550
1614 207 483
7695 843 136
3505 105 56
3334 605 837
5594 532 374
3915 264 301
9463 530 729
1858 337 841
3069 208 117
2545 152 335
9095 767 894
579 814 737
7067 671 843
2476 5 800
8665 951 684
8391 867 948
4693 682 831
2774 892 168
2615 961 728
7084 506 880
7419 954 999
2665 885 813
6403 952 484
598 780 841
6750 446 793
4434 837 660
4734 882 694
5917 656 586
2085 623 547
2813 707 406
5046 478 360
4045 144 597
211 899 549
7047 849 682
7889 599 128
4682 33 965
7694 119 848
2740 37 856
5326 474 832
1225 640 891
2983 686 370
9695 83 866
8292 646 117
2194 694 966
3876 583 565
2004 617 950
1321 663 421
169 403 458
378 81 285
8210 658 925
7101 642 611
823 337 694
2041 982 341
7158 176 387
9476 404 322
9393 408 291
7695 729 306
9117 251 709
5927 981 142
212 543 800
1137 644 794
100 820 484
4795 213 466
4488 372 994
6227 200 398
1549 594 806
7840 289 887
9146 758 490
8207 686 823
6701 250 366
9501 740 363
8648 840 535
1132 987 748
1598 827 472
8592 54 673
2342 603 619
2148 795 260
8387 293 19
1230 500 57
1053 201 659
8772 55 399
5135 703 240
3670 187 227
6418 137 55
6891 81 461
916 423 65
1535 923 212
2795 662 506
166 892 358
3223 298 912
4883 70 319
6282 557 374
3874 579 561
6102 349 698
6509 592 779
4970 508 554
9387 395 477
7600 191 139
1458 357 32
2816 933 682
4728 168 104
9399 450 661
2773 677 592
2334 779 941
2384 640 534
1515 610 394
2069 998 790
2546 950 333
7686 408 42
5070 224 327
5752 305 495
4856 704 298
3869 830 975
6461 164 754
1754 901 394
6640 416 356
2035 486 354
2177 32 656
9862 70 64
8904 140 641
5232 244 298
79 452 354
3377 673 184
5352 486 701
8458 241 602
9204 233 370
2561 268 856
4267 797 241
1924 659 663
3340 916 156
4981 500 752
4279 579 205
6986 957 230
3170 661 717
4223 120 310
9825 324 543
548 885 164
9404 505 961
7997 429 973
7661 769 241
6169 103 93
2921 734 672
9126 720 981
7709 243 995
8778 466 115
4088 644 439
2983 192 677
1147 948 534
3461 298 963
9786 311 84
9027 480 539
9120 401 274
144 880 346
5478 589 589
473 367 408
3588 807 52
379 790 596
3408 290 544
6942 751 842
9257 537 505
3694 916 985
5233 388 739
4507 532 619
4854 10 560
5795 835 279
5203 423 86
5607 155 228
1203 915 518
4100 210 621
2294 467 158
9800 161 426
2785 395 814
524 254 699
8495 460 61
8055 256 897
686 811 672
7772 419 179
1353 622 95
9871 74 305
9493 369 124
3 169 286
6782 954 33
2596 831 639
6647 326 100
1709 734 708
4606 420 519
1630 545 290
6810 898 265
9905 121 339
562 966 708
8038 322 877
3324 104 184
709 700 15
8349 700 693
7449 409 427
157 367 200
8028 997 97
319 807 347
4584 64 468
4923 978 787
3632 17 109
509 693 213
4693 403 265
3060 104 965
7754 905 726
9533 414 93
9085 442 91
4182 113 250
8881 697 667
6702 973 645
3489 605 14
5598 466 708
9811 512 463
1428 572 919
4394 678 824
3120 564 238
8566 649 680
6009 184 794
2259 417 843
6278 119 816
5924 608 773
8290 558 240
350 721 104
2813 150 28
6732 896 707
5908 368 623
4146 934 624
2179 943 808
325 555 226
3168 833 697
8337 109 306
3110 400 864
702 750 586
5806 916 88
7835 0 984
894 909 352
869 55 639
493 234 934
6654 911 489
1880 432 675
1929 769 784
1235 231 184
4452 934 287
1390 92 203
3478 279 555
7814 525 464
1166 394 520
1157 888 106
1092 542 18
